year,tier,title,doi,task_type,digitalization_class,channel_handling_class,strict_digital,datasets,baselines,metrics,snr_conditions,rate_conditions,discrete_error_judgment,limitations
2026,core,Age of Semantic Information-Aware Wireless Transmission for Remote Monitoring Systems,10.1109/twc.2025.3600511,视频传输、生成或控制,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,UCF101,LDPC；QAM；H.265；JSCC；CLIP,PSNR；SSIM；MS-SSIM；LPIPS；mAP；AoI,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2026,related,Coarse-to-Fine: A Dual-Phase Channel-Adaptive Method for Wireless Image Transmission,10.1109/twc.2025.3597717,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,ImageNet；Kodak,DeepJSCC；DQN；ADJSCC；JSCC；OFDM,PSNR；SSIM；MS-SSIM；latency；MSE；PER,SNR of 10 dB,CBR = 1/24；CBR = 1/12,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2026,core,Coded Semantic-Aware Coordinated Transmission in Cohesive Clustered Satellite Systems: An Incremental MADRL Approach,10.1109/twc.2025.3624727,语义感知资源分配与网络优化,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,,,accuracy；AoI；energy efficiency；utility,SNR = 10dB；SNR=10 dB；SNR = 10 dB,,否。论文默认数字码流可靠到达，未评估 bit flip、熵码失同步或 packet loss 对语义变量的影响。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,CoDS: Collaborative Perception via Digital Semantic Communication,10.1109/twc.2026.3698559,任务导向推理,显式数字语义表示：bit、离散 token 或码本 index,类别 4：离散 bit/index/packet error 被显式建模或联合训练,是：存在明确的离散/有限数字接口,OPV2V；CARLA,LDPC；VQ-VAE；VAE；GAN；Transformer；QAM,mAP；accuracy；latency；IoU；throughput；PER,SNR = -10 dB；SNR = 20 dB；SNR of 20 dB；SNR of 12 dB；SNR = 12 dB；SNR = 5 dB,,是。论文把离散错误/丢失放进训练或恢复流程，因而正面处理了数字变量受损后的语义恢复。,错误模型仍主要来自仿真；码本规模、包头/FEC、真实调制和 burst error 是否与训练分布一致，需要原型或真实链路验证。
2026,core,DGSemCom: Digital Generative Semantic Communications via Discrete Denoising Diffusion Model for Latent Error Correction,10.1109/twc.2026.3709956,图像传输、压缩或生成,显式数字语义表示：bit、离散 token 或码本 index,类别 4：离散 bit/index/packet error 被显式建模或联合训练,是：存在明确的离散/有限数字接口,FFHQ,BPG；LDPC；Transformer；QAM,PSNR；SSIM；MS-SSIM；LPIPS；FID；mAP；accuracy；latency；semantic similarity；bpp,SNR = 4 dB；SNR = 2 dB；SNR = 0 dB；SNR = 12 dB；SNR of 0 dB,,是。论文把离散错误/丢失放进训练或恢复流程，因而正面处理了数字变量受损后的语义恢复。,错误模型仍主要来自仿真；码本规模、包头/FEC、真实调制和 burst error 是否与训练分布一致，需要原型或真实链路验证。
2026,core,Diffusion-Based Trajectory and Semantic Resource Optimization in UAV-Assisted Edge Computing,10.1109/twc.2026.3657387,语义感知资源分配与网络优化,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,NOMA；RSMA；DDPG,accuracy；AoI；latency；semantic similarity；throughput；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Diffusion-Enabled Secure Semantic Communication Against Eavesdropping,10.1109/twc.2026.3670608,语义感知资源分配与网络优化,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,CIFAR-10；MNIST,Transformer；DDPG,mAP；accuracy；classification accuracy；latency；MSE,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Digital Semantic Communications: An Alternating Multi-Phase Training Strategy With Mask Attack,10.1109/twc.2025.3611141,图像传输、压缩或生成,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,ImageNet；DIV2K；Kodak,DeepJSCC；JPEG；LDPC；QAM；JSCC；SSCC；SwinJSCC,PSNR；LPIPS；accuracy,SNR from 0dB；SNR of 27.63dB；SNR=7dB,,否。论文默认数字码流可靠到达，未评估 bit flip、熵码失同步或 packet loss 对语义变量的影响。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,DRL-Driven Resource Allocation for Hybrid NOMA-Assisted Semantic Communication Networks,10.1109/twc.2026.3686618,语义感知资源分配与网络优化,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,DeepSC；Transformer；NOMA；DDPG；DQN；SAC；OFDM,accuracy；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Enabling Terahertz Communications in Vehicular Networks: Continuous Beam Coverage and Semantic NOMA,10.1109/twc.2026.3711128,语义感知资源分配与网络优化,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,VAE；NOMA；OFDM；CLIP,PSNR；accuracy；throughput,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,ESC-MVQ: End-to-End Semantic Communication With Multi-Codebook Vector Quantization,10.1109/twc.2025.3605838,任务导向推理,显式数字语义表示：bit、离散 token 或码本 index,类别 4：离散 bit/index/packet error 被显式建模或联合训练,是：存在明确的离散/有限数字接口,CIFAR-10；CIFAR-100；STL-10,JPEG；LDPC；QAM；CLIP,PSNR；latency；MSE；BER；PER,SNR = 10 dB,,是。论文把离散错误/丢失放进训练或恢复流程，因而正面处理了数字变量受损后的语义恢复。,错误模型仍主要来自仿真；码本规模、包头/FEC、真实调制和 burst error 是否与训练分布一致，需要原型或真实链路验证。
2026,core,Feature-Foundation Model Evolution for Low-Latency Semantic Communication,10.1109/twc.2026.3659294,语义感知资源分配与网络优化,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,ImageNet；VOC2012,JPEG；LDPC；ResNet,accuracy；latency；PSNR；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Feature-Sensitivity-Aware Quantization and Joint Multi-Streaming Design for Latency-Constrained Multi-Task Semantic Communications,10.1109/twc.2026.3718740,视频传输、生成或控制,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,BDD100K,BPG；LDPC,mAP；accuracy；latency；utility；IoU；mIoU；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2026,core,Flexible Bit and Semantic On-Demand Transmission Framework in Hyper-Reliable and Low Latency Communications Scenarios,10.1109/twc.2025.3598278,图像传输、压缩或生成,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,DQN,accuracy,SNR of 25dB；SNR of 0dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2026,core,Foundation Model-Aided Channel-Adaptive Video Semantic Communication and Prototype Validation,10.1109/twc.2025.3600221,视频传输、生成或控制,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,UCF101,WITT；LDPC；QAM；H.265；OFDM,PSNR；SSIM；LPIPS；latency；utility；MSE；IoU；bpp；BER；PER,,0.25 bpp；0.05 bpp,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2026,core,Generative AI Driven Task-Oriented Adaptive Semantic Communications,10.1109/twc.2025.3644355,任务导向推理,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,,JPEG；LDPC；ViT；Transformer；JSCC；YOLO,PSNR；mAP；accuracy；mIoU,SNR of 20 dB；SNR of 16 dB；SNR of 6 dB；SNR of 6dB,,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2026,core,Generative Feature Imputing-A Technique for Error-Resilient Semantic Communication,10.1109/twc.2026.3700909,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,ImageNet,JPEG2000；LDPC；VAE；Transformer；JPEG；JSCC；SSCC；ResNet,PSNR；LPIPS；mAP；accuracy；latency；MSE；classification accuracy；bpp；BER；PER,SNR of 0 dB；SNR = 23.7 dB；SNR = 19 dB；SNR = -4.2 dB；SNR = -3.7 dB；SNR = -4.5 dB；SNR of 10 dB；SNR = 0 dB,,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2026,core,Generative Semantic Communications for Robust Speech-to-Text Translation,10.1109/twc.2025.3590671,语音/音频传输或识别,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,DeepSC；Polar；VQ-VAE；VAE；GAN；Transformer；QAM；DeepSC-S,BLEU；accuracy；semantic similarity；PER,SNR=1 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Goal-Oriented Semantic Communication for ISAC-Enabled Robotic Obstacle Avoidance,10.1109/twc.2026.3716013,任务导向推理,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,DQN,accuracy；latency；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Goal-Oriented Semantic Communication for Wireless Video Transmission via Generative AI,10.1109/twc.2026.3654401,视频传输、生成或控制,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,LDPC；H.264；ADJSCC；JSCC；CLIP,PSNR；FID；mAP；latency；MSE；PER,SNR of 0 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Goal-Oriented Semantic Communications Enabled by Generative AI and Optimal Transport for Metaverse Construction,10.1109/twc.2026.3707742,点云/三维场景传输,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,Transformer；VVC；OFDM；ResNet；ETC,accuracy；latency；PER,At 20 dB SNR；at 0 dB SNR,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,related,Goal-Oriented Transmission Scheduling: Structure-Guided DRL With a Unified Dual On-Policy and Off-Policy Approach,10.1109/twc.2025.3627531,任务导向推理,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,NOMA；PPO；DDPG；SAC；CLIP,AoI；MSE；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2026,core,Holographic Beamforming for Semantic Communication,10.1109/twc.2026.3707475,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,ResNet,accuracy；latency；energy efficiency；spectral efficiency；PSNR；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Hybrid-Action DRL-Based Resource Allocation for Semantic-Aware Computation Offloading in Vehicular Edge Networks,10.1109/twc.2025.3626670,语义感知资源分配与网络优化,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,CIFAR-100；CIFAR-10,JSCC；ResNet；CLIP,PSNR；accuracy；latency；semantic similarity；utility,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2026,core,Importance-Aware Semantic Communication in MIMO-OFDM Systems Using Vision Transformer,10.1109/twc.2026.3665639,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,ImageNet,ViT；QAM；JSCC；OFDM,mAP；accuracy；classification accuracy；latency；energy efficiency；IoU；PER,SNR = 20 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,related,In-Context Learning for Deep Joint Source-Channel Coding Over MIMO Channels,10.1109/twc.2026.3697658,文本传输或语言任务,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,CIFAR-10；CelebA,DeepJSCC；BPG；ViT；Transformer；JSCC；GPT-2,PSNR；accuracy；MSE；PER,SNR = 20 dB；SNR = 10 dB,,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2026,core,Joint Optimization of Digital Semantic Communication and Radar Sensing for Enhanced ISAC,10.1109/twc.2026.3690165,图像传输、压缩或生成,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,,QAM；PPO；DQN；OFDM；CLIP,mAP；accuracy；latency；PER,at 0 dB SNR；SNR of 9 dB；at 3 dB SNR；under 0 dB SNR；SNR of 0 dB；SNR of-9 dB,,否。论文默认数字码流可靠到达，未评估 bit flip、熵码失同步或 packet loss 对语义变量的影响。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Joint Power and Spectrum Orchestration for D2D Semantic Communication Underlying Energy-Efficient Cellular Networks,10.1109/twc.2025.3612327,语义信息度量与理论,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,ETC,latency；energy efficiency；spectral efficiency；utility；throughput；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2026,core,Joint Semantic-Channel Coding and Modulation for Token Communications,10.1109/twc.2025.3636174,视频传输、生成或控制,显式数字语义表示：bit、离散 token 或码本 index,类别 2：数字语义变量接入调制、信道编码或 OFDM 链路,是：存在明确的离散/有限数字接口,ShapeNet,LDPC；Transformer；QAM；JSCC；BERT,PSNR；mAP；PER,SNR of 15 dB,,部分。论文有真实数字物理层接口，但若语义 decoder 只看到信道译码后的结果，残余 bit/index 跳变仍未必被端到端处理。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,related,Joint Source-Channel Coding for Task-Oriented Broadcast Communications: An Information Bottleneck Approach With Rate Splitting,10.1109/twc.2026.3671290,任务导向推理,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,,DeepJSCC；BPG；LDPC；QAM；JSCC；ResNet,accuracy；MSE,,,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2026,core,Knowledge Distillation-Driven Semantic NOMA for Image Transmission With Diffusion Model,10.1109/twc.2026.3658710,图像传输、压缩或生成,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,CIFAR-10；ImageNet；FFHQ,DeepJSCC；BPG；LDPC；GAN；QAM；NOMA；ADJSCC；JSCC；ResNet,PSNR；SSIM；LPIPS；FID,,compression ratio of 1/48,否。论文默认数字码流可靠到达，未评估 bit flip、熵码失同步或 packet loss 对语义变量的影响。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,related,Land-Then-Transport: A Flow Matching-Based Generative Decoder for Wireless Image Transmission,10.1109/twc.2026.3710439,图像传输、压缩或生成,有限星座/标准数字波形接口,类别 2：语义特征映射为调制符号或编码包,是：存在明确的离散/有限数字接口,MNIST；Fashion-MNIST；DIV2K,DeepJSCC；JPEG2000；JPEG；LDPC；JSCC,PSNR；SSIM；MS-SSIM；LPIPS；accuracy；latency；MSE；BER；PER,at 15 dB SNR,compression ratio of 16,部分。论文有真实数字物理层接口，但若语义 decoder 只看到信道译码后的结果，残余 bit/index 跳变仍未必被端到端处理。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Large Generative Model Assisted 3D Semantic Communication,10.1109/twc.2025.3624573,点云/三维场景传输,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,DeepJSCC；VAE；GAN；ViT；Transformer；JSCC；BERT,PSNR；SSIM；BLEU；accuracy；MSE；NMSE；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,related,Learning to Interfere in Non-Orthogonal Multiple-Access Joint Source-Channel Coding,10.1109/twc.2026.3688951,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,CIFAR-10；Cityscapes；Kodak,DeepJSCC；BPG；LDPC；QAM；NOMA；JSCC,PSNR；SSIM；MS-SSIM；LPIPS；latency；PER,,,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2026,core,MambaJSCC: Adaptive Deep Joint Source-Channel Coding With Generalized State Space Model,10.1109/twc.2025.3643835,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,CelebA；Kodak；DIV2K,NTSCC；BPG；LDPC；Transformer；ADJSCC；JSCC；SwinJSCC,PSNR；LPIPS；latency；SSIM,SNR = 20 dB；SNR=20 dB；SNR of 29.72 dB；SNR = 10 dB；SNR of 20 dB；SNR=1 dB；SNR=5 dB；SNR of 15 dB,CBR= 48；CBR of 0.0208；CBR = 0.214；CBR of 0.208；CBR = 0.0483；CBR of 0.0521；CBR = 0.0179；CBR = 0.0564,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2026,core,Multimodal Semantic Communication With Information-Theoretic Disentangled Representations,10.1109/twc.2026.3707164,多模态检索与任务通信,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,DeepSC；JPEG；LDPC；Transformer；JSCC,mAP；accuracy；latency；utility；PER,SNR = 10 dB；SNR = 5dB；SNR = 0 dB；SNR = 5 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Multiuser Semantic Communication With Concurrent Access for Collaborative Sensing in Internet of Vehicles,10.1109/twc.2026.3674666,语义信息度量与理论,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,OPV2V,ADJSCC；JSCC,MSE；IoU,SNR of -9 dB；SNR = 20 dB；SNR = 20dB；SNR = 5 dB；SNR = 24 dB；SNR = 3 dB；SNR = -9 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Optimization of Private Semantic Communication Performance: An Uncooperative Covert Communication Method,10.1109/twc.2025.3590749,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,DDPG；DQN；SAC；CLIP；TD3,semantic similarity；SSIM,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,"Position-Aided Semantic Communication for Efficient Image Transmission: Design, Implementation, and Experimental Results",10.1109/twc.2025.3614765,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,KITTI,JPEG；LDPC；ViT；JSCC；OFDM；CLIP,PSNR；SSIM；LPIPS；mAP；accuracy；latency；throughput；PER,SNR=5 dB；SNR=-5 dB；At 5 dB SNR；At -5 dB SNR；under -5 dB SNR；At 10 dB SNR,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Resource Allocation for Image Transmission Using Adaptive Semantic and Bit Communication,10.1109/twc.2025.3604516,图像传输、压缩或生成,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,LDPC；QAM；NOMA；JSCC；OFDM；BERT,mAP；latency；utility；BER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2026,core,Rethinking the PAPR Pitfall in Deep Learning-Based Semantic Communication Systems,10.1109/twc.2026.3704073,图像传输、压缩或生成,有限星座/标准数字波形接口,类别 2：语义特征映射为调制符号或编码包,是：存在明确的离散/有限数字接口,CIFAR-10,Transformer；QAM；JSCC；OFDM,PSNR,at 0 dB SNR,,部分。论文有真实数字物理层接口，但若语义 decoder 只看到信道译码后的结果，残余 bit/index 跳变仍未必被端到端处理。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,"RIS-Enhanced Semantic-Aware Sensing, Communication, Computation, and Control for Internet of Things",10.1109/twc.2025.3595550,语义感知资源分配与网络优化,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,,accuracy；latency；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2026,related,Robust Deep Joint Source-Channel Coding Enabled Distributed Image Transmission With Imperfect Channel State Information,10.1109/twc.2025.3601155,图像传输、压缩或生成,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,Cityscapes；KITTI,VAE；JSCC；OFDM；CLIP,PSNR；SSIM；MS-SSIM；LPIPS；mAP；MSE,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2026,core,Robust Information Bottleneck Guided Non-Autoregressive Semantic Communication With Synonymous Mapping,10.1109/twc.2026.3679533,文本传输或语言任务,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,DeepSC；LDPC；Transformer；QAM；BERT；RoBERTa,BLEU；latency,at 9 dB SNR,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
