year,tier,title,doi,task_type,digitalization_class,channel_handling_class,strict_digital,datasets,baselines,metrics,snr_conditions,rate_conditions,discrete_error_judgment,limitations
2026,core,SADJSCC: Semantic-Aware DJSCC With Attribute Fidelity Evaluation for Channel-Adaptive Image Transmission,10.1109/tccn.2026.3690646,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,ImageNet；CelebA；CIFAR-10；MNIST,DeepJSCC；Swin Transformer；GAN；VAE；VQ-VAE；ELIC；ResNet；DeepSC；SwinJSCC；ADJSCC；JSCC；OFDM,PSNR；SSIM；LPIPS；FID；MSE；accuracy；recall；precision；latency；FLOPs,SNR = -4 dB；SNR of 28.6 dB；SNR of -4 dB；SNR of 34.1 dB；SNR = 4 dB,CBR = 1/4；CBR=1/4；CBR of 1/4；CBR = 1/3；CBR = 1/6,不适用 VQ index/bit 跳变;论文处理的是连续扰动和信道失配。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Secure and Robust Joint Source-Channel Coding With Semantic Clustering and Adversarial Purification,10.1109/tccn.2025.3556777,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,Kodak；DIV2K；CIFAR-10；CIFAR10,DeepJSCC；NTSCC；SwinJSCC；ADJSCC；JSCC,PSNR；SSIM；MS-SSIM；accuracy；latency；MACs；PER,SNR = 7 dB,CBR of 1/6,"部分:存在数字接口与信道模型,但若正文只报告 SNR/重建质量而未注入 bit/index error,就不能宣称解决跳变问题。","未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Secure Intellicise Wireless Network: Agentic AI for Coverless Semantic Steganography Communication,10.1109/tccn.2026.3692413,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,DIV2K；COCO；CelebA；CelebA-HQ；FFHQ,SwinJSCC；JSCC；LLaMA；BLIP,PSNR；SSIM；LPIPS；MSE；mAP；accuracy；precision,SNR = 5 dB；SNR of 22.73 dB；SNR = 20 dB；SNR of 26.29 dB；SNR = 10 dB；SNR of 19.71 dB,,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。 未报告统一可复核的 payload bit 数/CBR,跨论文带宽比较受限。"
2026,core,Semantic Communication for Cooperative Perception Using HARQ,10.1109/tccn.2025.3579540,任务导向推理,语义特征包/调制符号与 HARQ 冗余版本,类别 5：语义感知 HARQ/重传与任务判据耦合,是：存在明确的离散/有限数字接口,OPV2V,LDPC；QAM；JSCC；HARQ；OFDM,MSE；mAP；accuracy；recall；precision；latency；throughput；IoU；PER,SNR = 9 dB；SNR = 15 dB；SNR of 15 dB；SNR = 6 dB,,"是:语义错误检测器决定是否触发 HARQ,并在低 SNR 下以感知精度和吞吐量共同评估重传收益。",主要局限取决于训练/测试分布、信道假设和系统开销是否完整公开。
2026,core,Semantic Communication for Machines: A Joint Transmission and Understanding Design,10.1109/tccn.2026.3683217,文本传输或语言任务,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,LDPC；Huffman；BERT,accuracy；precision；latency；FLOPs；PER,,,"部分:存在数字接口与信道模型,但若正文只报告 SNR/重建质量而未注入 bit/index error,就不能宣称解决跳变问题。","未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Semantic Feature Division Multiple Access for Digital Semantic Multiple Access Channels,10.1109/tccn.2025.3558018,图像传输、压缩或生成,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,MNIST,DeepJSCC；JSCC,PSNR；SSIM；MS-SSIM；MSE；accuracy；precision；classification accuracy,SNR = 5dB；SNR of 5dB；SNR of 0 dB；SNR of 10dB,,"部分:存在数字接口与信道模型,但若正文只报告 SNR/重建质量而未注入 bit/index error,就不能宣称解决跳变问题。","未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,related,"Semantic Radio Access Networks: Architecture, State-of-the-Art, and Future Directions",10.1109/tccn.2026.3683191,综述、架构与研究路线,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,,,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。 未报告统一可复核的 payload bit 数/CBR,跨论文带宽比较受限。 该文属于边界谱系,不能用它代表端到端语义通信主线。"
2026,core,SemDiffShield: Agentic AI-Empowered Secure Image Semantic Communication via Cryptographic Diffusion,10.1109/tccn.2026.3710538,图像传输、压缩或生成,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,,VAE；DeepSC；JSCC；CLIP；BLIP,PSNR；SSIM；LPIPS；MSE；mAP；accuracy；latency；FLOPs；PER,SNR from 0 dB；SNR of 18.34 dB；SNR of 26.23 dB；SNR of 21.92 dB,bandwidth ratio of 1/6,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,ST-VJSCC: Spatio-Temporal Video DeepJSCC Scheme for Adaptive Wireless Transmission,10.1109/tccn.2025.3641521,视频传输、生成或控制,有限星座/标准数字波形接口,类别 2：语义特征映射为调制符号或编码包,是：存在明确的离散/有限数字接口,UCF101,DeepJSCC；H.264；H.265；LDPC；ViT；DVC；JSCC,PSNR；SSIM；MS-SSIM；MSE；latency；FPS,SNR=13 dB；SNR = 1dB；SNR of 1 dB；SNR = 13 dB；SNR of 35.26 dB,CBR=0.031；CBR of 0.019；CBR = 0.031,"部分:存在数字接口与信道模型,但若正文只报告 SNR/重建质量而未注入 bit/index error,就不能宣称解决跳变问题。","未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Task-Adaptive Semantic Communication With Feedback: A Conditional Rate-Distortion Approach,10.1109/tccn.2026.3682513,语义信息度量与理论,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,ImageNet,DeepJSCC；NTSCC；BPG；LDPC；Swin Transformer；ResNet；Mask R-CNN；JSCC；Swift,LPIPS；BD-rate；mAP；Top-1；accuracy；precision；latency；FLOPs；classification accuracy；PER,,,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Task-Generalizable Deep Joint Source-Channel Coding via Hierarchical Masked Autoencoders,10.1109/tccn.2026.3691535,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,Kodak；DIV2K；ImageNet；CIFAR-10；CIFAR10；CIFAR-100；CIFAR100,JSCC,PSNR；MSE；mAP；Top-1；accuracy；precision；classification accuracy；IoU,,,不适用 VQ index/bit 跳变;论文处理的是连续扰动和信道失配。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Topic Enhanced Semantic Communication System for Reliable Semantic Recovery,10.1109/tccn.2025.3579558,通用语义通信系统,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,Europarl,WITT；LDPC；VAE；VQ-VAE；DeepSC；Huffman；BERT；OFDM,mAP；accuracy；precision；FLOPs；BLEU；semantic similarity；BER；SER,,,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Toward Intelligent IoT Services: A Generative AI-Assisted Semantic-Aware Framework,10.1109/tccn.2026.3677174,多模态检索与任务通信,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,JPEG；LDPC；Turbo；QAM；DeepSC；JSCC,MSE；accuracy；latency；classification accuracy；F1-score,SNR of 12 dB,,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,related,Uplink-Assisted Joint Channel Estimation and CSI Feedback: An Approach Based on Deep Joint Source-Channel Coding,10.1109/tccn.2026.3676414,通用语义通信系统,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,,Polar；JSCC；SSCC；OFDM,accuracy；precision；latency；NMSE,,,不适用 VQ index/bit 跳变;论文处理的是连续扰动和信道失配。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。 该文属于边界谱系,不能用它代表端到端语义通信主线。"
2026,core,VQ-DSC-R: Robust Vector Quantized-Enabled Digital Semantic Communication With OFDM Transmission,10.1109/tccn.2026.3712380,语义感知资源分配与网络优化,显式数字语义表示：bit、离散 token 或码本 index,类别 4：离散 bit/index/packet error 被显式建模或联合训练,是：存在明确的离散/有限数字接口,DIV2K；ImageNet,DeepJSCC；JPEG；LDPC；QAM；Swin Transformer；VAE；VQ-VAE；SwinJSCC；ADJSCC；JSCC；SSCC；OFDM,PSNR；SSIM；MS-SSIM；MSE；mAP；accuracy；latency；FLOPs；goodput；NMSE,SNR of 25.66 dB；SNR = 9 dB；SNR of 28 dB；SNR of 29.22dB；SNR of 25.66dB,,"是:codebook index 被转换为 bit/QAM 符号并经过 3GPP EPA 多径信道;正文报告 BER/index propagation error,并以 CSI refinement 和信道含噪 Stage-3 训练降低端到端失真。",主要局限取决于训练/测试分布、信道假设和系统开销是否完整公开。
